session_id,player_id,acquisition_channel,session_date,days_since_signup,game_category,device,session_minutes,bets_placed,net_revenue_usd
S001974,P100411,Organic,2025-05-11,0,Slots,Mobile Web,7,8,1.02
S001975,P100411,Organic,2025-05-12,1,Sportsbook,Mobile Web,149,95,290.52
S001976,P100412,Paid Search,2025-05-31,0,Table Games,Android App,18,21,-205.29
S001977,P100412,Paid Search,2025-06-01,1,Bingo,Mobile Web,10,22,16.62
S001978,P100412,Paid Search,2025-06-03,3,Table Games,Android App,24,67,-39.16
S001979,P100412,Paid Search,2025-06-17,17,Bingo,Mobile Web,8,21,-75.66
S001980,P100412,Paid Search,2025-06-22,22,Live Dealer,Mobile Web,5,11,10.04
S001981,P100412,Paid Search,2025-06-30,30,Bingo,Android App,30,34,46.13
S001982,P100413,Paid Search,2025-03-06,0,Bingo,iOS App,24,10,-5.22
S001983,P100414,Affiliate,2025-02-11,0,Slots,Desktop,8,8,10.42
S001984,P100414,Affiliate,2025-02-14,3,Table Games,Mobile Web,35,68,-79.51
S001985,P100414,Affiliate,2025-02-15,4,Slots,Mobile Web,10,15,2.33
S001986,P100415,Paid Social,2025-06-08,0,Table Games,Desktop,14,43,85.16
S001987,P100415,Paid Social,2025-06-09,1,Slots,Desktop,16,23,-13.36
S001988,P100415,Paid Social,2025-06-12,4,Bingo,Mobile Web,14,22,29.22
S001989,P100416,Affiliate,2025-01-24,0,Sportsbook,Desktop,35,70,-153.33
S001990,P100416,Affiliate,2025-01-25,1,Sportsbook,iOS App,9,19,12.56
S001991,P100416,Affiliate,2025-01-30,6,Slots,Android App,21,66,-8.59
S001992,P100416,Affiliate,2025-01-31,7,Table Games,iOS App,42,89,-73.94
S001993,P100416,Affiliate,2025-02-01,8,Live Dealer,Mobile Web,48,84,98.57
S001994,P100416,Affiliate,2025-02-09,16,Slots,Desktop,4,9,-19.38
S001995,P100416,Affiliate,2025-02-10,17,Live Dealer,Mobile Web,33,54,2.15
S001996,P100416,Affiliate,2025-02-24,31,Table Games,Mobile Web,15,15,29.61
S001997,P100416,Affiliate,2025-02-25,32,Table Games,Desktop,21,10,2.12
S001998,P100416,Affiliate,2025-02-28,35,Sportsbook,Mobile Web,15,11,-25.29
S001999,P100416,Affiliate,2025-03-03,38,Bingo,iOS App,23,59,-163.3
S002000,P100416,Affiliate,2025-03-17,52,Sportsbook,iOS App,14,40,-10.67
S002001,P100416,Affiliate,2025-03-25,60,Table Games,iOS App,5,11,-12.0
S002002,P100416,Affiliate,2025-04-02,68,Live Dealer,iOS App,20,20,-16.04
S002003,P100416,Affiliate,2025-04-04,70,Slots,iOS App,25,28,16.99
S002004,P100416,Affiliate,2025-04-12,78,Table Games,Desktop,10,12,-8.59
S002005,P100416,Affiliate,2025-04-15,81,Sportsbook,iOS App,5,15,-47.3
S002006,P100417,Retail Crossover,2025-04-01,0,Slots,Desktop,17,34,-30.77
S002007,P100417,Retail Crossover,2025-04-06,5,Live Dealer,iOS App,36,87,40.29
S002008,P100417,Retail Crossover,2025-04-14,13,Table Games,iOS App,13,20,-7.28
S002009,P100418,Paid Social,2025-06-02,0,Live Dealer,Android App,5,4,-2.62
S002010,P100418,Paid Social,2025-06-10,8,Slots,iOS App,14,11,-22.98
S002011,P100418,Paid Social,2025-06-12,10,Table Games,iOS App,16,23,-147.68
S002012,P100418,Paid Social,2025-06-14,12,Table Games,Android App,48,114,182.71
S002013,P100419,Retail Crossover,2025-02-21,0,Bingo,Mobile Web,119,361,1145.69
S002014,P100419,Retail Crossover,2025-02-22,1,Bingo,iOS App,9,13,27.74
S002015,P100419,Retail Crossover,2025-02-23,2,Table Games,Android App,10,27,-46.62
S002016,P100419,Retail Crossover,2025-03-03,10,Sportsbook,Mobile Web,4,5,5.99
S002017,P100419,Retail Crossover,2025-03-04,11,Sportsbook,Android App,14,15,-1.61
S002018,P100419,Retail Crossover,2025-03-12,19,Live Dealer,Mobile Web,19,31,128.92
S002019,P100419,Retail Crossover,2025-03-13,20,Table Games,Android App,21,40,-13.57
S002020,P100419,Retail Crossover,2025-03-21,28,Live Dealer,Android App,5,8,12.87
S002021,P100419,Retail Crossover,2025-03-22,29,Slots,Android App,4,1,0.85
S002022,P100419,Retail Crossover,2025-03-23,30,Slots,Desktop,10,22,-22.94
S002023,P100419,Retail Crossover,2025-03-26,33,Bingo,Mobile Web,43,102,-218.18
S002024,P100419,Retail Crossover,2025-03-28,35,Live Dealer,iOS App,15,33,-67.94
S002025,P100419,Retail Crossover,2025-03-31,38,Table Games,Mobile Web,9,8,-6.86
S002026,P100419,Retail Crossover,2025-04-02,40,Table Games,Desktop,17,13,-37.3
S002027,P100419,Retail Crossover,2025-04-04,42,Bingo,iOS App,8,13,72.38
S002028,P100419,Retail Crossover,2025-04-09,47,Live Dealer,Desktop,21,51,-40.02
S002029,P100419,Retail Crossover,2025-04-10,48,Table Games,Android App,16,13,21.27
S002030,P100420,Paid Search,2025-05-20,0,Bingo,Android App,100,92,-76.94
S002031,P100421,Organic,2025-06-24,0,Bingo,Mobile Web,21,23,46.25
S002032,P100422,Organic,2025-05-22,0,Bingo,iOS App,17,15,5.37
S002033,P100422,Organic,2025-05-23,1,Sportsbook,Desktop,7,16,12.18
S002034,P100423,Paid Social,2025-06-15,0,Sportsbook,Android App,15,45,3.43
S002035,P100423,Paid Social,2025-06-16,1,Bingo,Mobile Web,7,22,-33.08
S002036,P100423,Paid Social,2025-06-19,4,Sportsbook,Desktop,17,11,-37.67
S002037,P100423,Paid Social,2025-06-20,5,Live Dealer,Android App,30,47,261.46
S002038,P100424,Organic,2025-01-28,0,Sportsbook,Desktop,52,105,52.94
S002039,P100425,Paid Social,2025-05-21,0,Table Games,iOS App,43,41,44.26
S002040,P100425,Paid Social,2025-05-22,1,Sportsbook,Android App,9,8,49.98
S002041,P100425,Paid Social,2025-05-25,4,Bingo,Desktop,56,81,-196.41
S002042,P100425,Paid Social,2025-05-30,9,Live Dealer,Desktop,65,133,41.27
S002043,P100425,Paid Social,2025-05-31,10,Sportsbook,Mobile Web,19,21,21.9
S002044,P100425,Paid Social,2025-06-02,12,Slots,Android App,8,19,23.26
S002045,P100425,Paid Social,2025-06-10,20,Bingo,Android App,15,22,75.55
S002046,P100425,Paid Social,2025-06-12,22,Table Games,Mobile Web,24,19,-79.07
S002047,P100425,Paid Social,2025-06-20,30,Slots,Desktop,27,77,226.89
S002048,P100425,Paid Social,2025-06-22,32,Table Games,Desktop,24,30,-61.42
S002049,P100425,Paid Social,2025-06-25,35,Sportsbook,Desktop,40,99,-849.81
S002050,P100425,Paid Social,2025-06-28,38,Sportsbook,Desktop,15,31,70.15
S002051,P100426,Paid Social,2025-04-07,0,Live Dealer,Mobile Web,16,47,190.41
S002052,P100427,Organic,2025-05-16,0,Bingo,Mobile Web,32,65,10.32
S002053,P100428,Paid Social,2025-01-29,0,Sportsbook,Mobile Web,9,21,20.83
S002054,P100428,Paid Social,2025-01-30,1,Live Dealer,Mobile Web,23,72,239.43
S002055,P100429,Paid Social,2025-04-02,0,Sportsbook,Android App,23,29,195.27
S002056,P100429,Paid Social,2025-04-05,3,Table Games,Mobile Web,12,11,21.83
S002057,P100429,Paid Social,2025-04-13,11,Live Dealer,Mobile Web,42,46,161.8
S002058,P100429,Paid Social,2025-04-27,25,Bingo,Mobile Web,18,52,166.15
S002059,P100429,Paid Social,2025-05-05,33,Sportsbook,iOS App,14,35,329.11
S002060,P100429,Paid Social,2025-05-07,35,Sportsbook,Mobile Web,10,12,20.55
S002061,P100430,Organic,2025-03-10,0,Bingo,Mobile Web,9,27,-4.63
S002062,P100431,Paid Social,2025-04-23,0,Live Dealer,Android App,74,97,-64.81
S002063,P100431,Paid Social,2025-04-26,3,Sportsbook,Mobile Web,32,44,26.89
S002064,P100431,Paid Social,2025-04-28,5,Bingo,Mobile Web,66,39,-127.52
S002065,P100432,Organic,2025-04-01,0,Slots,iOS App,33,35,69.38
S002066,P100433,Affiliate,2025-04-18,0,Live Dealer,Android App,12,7,5.91
S002067,P100433,Affiliate,2025-05-02,14,Table Games,Android App,19,32,-126.56
S002068,P100433,Affiliate,2025-05-04,16,Bingo,Android App,7,4,13.06
S002069,P100433,Affiliate,2025-05-05,17,Sportsbook,iOS App,18,39,180.95
S002070,P100433,Affiliate,2025-05-06,18,Bingo,Mobile Web,2,1,0.05
S002071,P100433,Affiliate,2025-05-07,19,Sportsbook,Mobile Web,16,38,57.53
S002072,P100433,Affiliate,2025-05-15,27,Sportsbook,Desktop,37,87,-64.22
S002073,P100433,Affiliate,2025-05-16,28,Live Dealer,Desktop,21,10,-21.23
S002074,P100433,Affiliate,2025-05-21,33,Sportsbook,Mobile Web,30,32,59.28
S002075,P100434,Affiliate,2025-04-02,0,Live Dealer,Desktop,25,56,-11.8
S002076,P100435,Organic,2025-05-09,0,Live Dealer,Desktop,47,50,435.68
S002077,P100436,Paid Social,2025-06-20,0,Live Dealer,iOS App,7,12,-1.03
S002078,P100436,Paid Social,2025-07-04,14,Bingo,Android App,21,50,134.93
S002079,P100436,Paid Social,2025-07-05,15,Bingo,Android App,11,12,-12.34
S002080,P100436,Paid Social,2025-07-13,23,Table Games,Android App,46,47,-224.12
S002081,P100436,Paid Social,2025-07-16,26,Bingo,iOS App,29,56,77.45
S002082,P100437,Affiliate,2025-01-22,0,Sportsbook,Android App,3,8,16.28
S002083,P100438,Retail Crossover,2025-03-25,0,Table Games,Mobile Web,12,6,-32.8
S002084,P100439,Paid Social,2025-06-13,0,Sportsbook,Desktop,29,77,-112.52
S002085,P100439,Paid Social,2025-06-15,2,Table Games,iOS App,22,34,-58.89
S002086,P100439,Paid Social,2025-06-29,16,Table Games,Mobile Web,3,5,2.3
S002087,P100439,Paid Social,2025-06-30,17,Slots,Mobile Web,26,34,-134.94
S002088,P100440,Organic,2025-04-20,0,Slots,Android App,42,68,-51.33
S002089,P100440,Organic,2025-04-21,1,Sportsbook,Desktop,20,52,-5.35
S002090,P100440,Organic,2025-04-23,3,Bingo,Android App,87,241,-93.56
S002091,P100440,Organic,2025-04-24,4,Bingo,Android App,17,41,-122.56
S002092,P100440,Organic,2025-04-25,5,Slots,Mobile Web,47,32,21.84
S002093,P100440,Organic,2025-04-26,6,Slots,iOS App,28,32,25.83
S002094,P100440,Organic,2025-04-27,7,Bingo,Mobile Web,51,158,547.3
S002095,P100441,Retail Crossover,2025-02-24,0,Sportsbook,Desktop,34,96,-293.19
S002096,P100441,Retail Crossover,2025-02-27,3,Bingo,iOS App,54,49,27.66
S002097,P100441,Retail Crossover,2025-03-07,11,Table Games,iOS App,17,9,-9.98
S002098,P100441,Retail Crossover,2025-03-12,16,Table Games,Desktop,73,43,-113.39
S002099,P100441,Retail Crossover,2025-03-14,18,Bingo,Mobile Web,31,72,273.04
S002100,P100441,Retail Crossover,2025-03-28,32,Sportsbook,iOS App,40,41,72.75
S002101,P100441,Retail Crossover,2025-03-30,34,Bingo,Android App,34,36,-194.33
S002102,P100442,Paid Social,2025-06-14,0,Live Dealer,Android App,18,53,-214.96
S002103,P100442,Paid Social,2025-06-16,2,Slots,Android App,21,43,-34.12
S002104,P100443,Paid Search,2025-03-08,0,Sportsbook,iOS App,54,34,-44.27
S002105,P100443,Paid Search,2025-03-09,1,Slots,Mobile Web,9,27,-53.39
S002106,P100443,Paid Search,2025-03-12,4,Bingo,Desktop,22,19,35.29
S002107,P100443,Paid Search,2025-03-20,12,Sportsbook,Android App,25,14,-10.66
S002108,P100443,Paid Search,2025-03-21,13,Slots,iOS App,20,40,49.03
S002109,P100443,Paid Search,2025-03-26,18,Bingo,Mobile Web,127,181,451.64
S002110,P100443,Paid Search,2025-03-28,20,Live Dealer,iOS App,131,83,1001.12
S002111,P100443,Paid Search,2025-03-29,21,Sportsbook,Mobile Web,6,14,83.14
S002112,P100443,Paid Search,2025-03-31,23,Bingo,Desktop,38,114,-245.76
S002113,P100443,Paid Search,2025-04-03,26,Table Games,iOS App,37,61,-59.24
S002114,P100443,Paid Search,2025-04-05,28,Sportsbook,iOS App,63,170,190.31
S002115,P100443,Paid Search,2025-04-07,30,Bingo,Desktop,1,2,6.02
S002116,P100444,Paid Search,2025-02-20,0,Sportsbook,iOS App,15,24,-134.88
S002117,P100444,Paid Search,2025-02-23,3,Live Dealer,Mobile Web,16,7,22.1
S002118,P100444,Paid Search,2025-02-25,5,Live Dealer,Android App,44,121,-56.59
S002119,P100444,Paid Search,2025-03-02,10,Slots,Android App,7,16,47.57
S002120,P100444,Paid Search,2025-03-16,24,Bingo,Mobile Web,12,10,-88.91
S002121,P100444,Paid Search,2025-03-18,26,Sportsbook,Desktop,14,39,-37.24
S002122,P100444,Paid Search,2025-03-19,27,Table Games,iOS App,12,6,-5.99
S002123,P100445,Retail Crossover,2025-01-23,0,Slots,iOS App,75,106,28.74
S002124,P100446,Paid Social,2025-05-20,0,Bingo,iOS App,26,64,77.48
S002125,P100446,Paid Social,2025-06-03,14,Sportsbook,iOS App,54,33,-5.44
S002126,P100446,Paid Social,2025-06-04,15,Sportsbook,Mobile Web,8,13,4.94
S002127,P100446,Paid Social,2025-06-05,16,Table Games,Mobile Web,26,49,-15.1
S002128,P100446,Paid Social,2025-06-13,24,Table Games,Android App,10,28,63.09
S002129,P100447,Affiliate,2025-05-12,0,Live Dealer,Mobile Web,13,6,48.91
S002130,P100447,Affiliate,2025-05-17,5,Sportsbook,iOS App,21,45,186.17
S002131,P100447,Affiliate,2025-05-19,7,Bingo,Android App,9,19,-10.85
S002132,P100447,Affiliate,2025-05-27,15,Slots,iOS App,7,15,-6.66
S002133,P100448,Retail Crossover,2025-04-12,0,Sportsbook,iOS App,23,32,80.54
S002134,P100448,Retail Crossover,2025-04-13,1,Table Games,Mobile Web,28,32,6.66
S002135,P100448,Retail Crossover,2025-04-18,6,Sportsbook,Desktop,11,5,1.57
S002136,P100448,Retail Crossover,2025-04-20,8,Sportsbook,Android App,28,32,-11.54
S002137,P100448,Retail Crossover,2025-04-21,9,Live Dealer,Desktop,9,14,-6.22
S002138,P100448,Retail Crossover,2025-04-24,12,Sportsbook,Desktop,22,9,12.13
S002139,P100449,Retail Crossover,2025-06-29,0,Bingo,Android App,6,3,4.84
S002140,P100449,Retail Crossover,2025-07-01,2,Live Dealer,Mobile Web,6,15,-40.36
S002141,P100449,Retail Crossover,2025-07-04,5,Sportsbook,Desktop,30,22,34.46
S002142,P100449,Retail Crossover,2025-07-18,19,Sportsbook,Android App,39,55,-174.94
S002143,P100449,Retail Crossover,2025-07-20,21,Sportsbook,Mobile Web,10,13,-35.37
S002144,P100449,Retail Crossover,2025-07-21,22,Live Dealer,Desktop,25,47,201.91
S002145,P100449,Retail Crossover,2025-07-29,30,Table Games,Desktop,27,31,-32.12
S002146,P100449,Retail Crossover,2025-07-30,31,Table Games,Android App,5,5,0.81
S002147,P100450,Affiliate,2025-01-15,0,Table Games,Mobile Web,18,39,21.09
S002148,P100451,Paid Search,2025-06-08,0,Live Dealer,Mobile Web,6,18,-54.09
S002149,P100451,Paid Search,2025-06-13,5,Bingo,Mobile Web,8,16,72.04
S002150,P100451,Paid Search,2025-06-16,8,Table Games,Mobile Web,21,39,11.38
S002151,P100451,Paid Search,2025-06-17,9,Table Games,iOS App,8,10,0.21
S002152,P100451,Paid Search,2025-06-18,10,Slots,Mobile Web,17,25,-92.95
S002153,P100451,Paid Search,2025-06-21,13,Sportsbook,Desktop,9,24,-33.71
S002154,P100451,Paid Search,2025-06-29,21,Sportsbook,Desktop,11,16,-5.82
S002155,P100451,Paid Search,2025-07-04,26,Bingo,Android App,29,90,361.53
S002156,P100451,Paid Search,2025-07-12,34,Table Games,Mobile Web,17,8,-0.34
S002157,P100451,Paid Search,2025-07-14,36,Live Dealer,Mobile Web,20,45,25.25
S002158,P100451,Paid Search,2025-07-15,37,Live Dealer,Android App,43,30,23.37
S002159,P100451,Paid Search,2025-07-23,45,Table Games,Mobile Web,21,47,7.86
S002160,P100451,Paid Search,2025-07-24,46,Live Dealer,Mobile Web,14,27,-47.84
S002161,P100452,Affiliate,2025-01-29,0,Table Games,iOS App,41,32,-20.04
S002162,P100453,Affiliate,2025-01-06,0,Bingo,Android App,8,13,9.27
S002163,P100454,Paid Social,2025-05-25,0,Slots,Android App,16,23,64.59
S002164,P100455,Paid Social,2025-01-16,0,Slots,Desktop,27,37,27.78
S002165,P100455,Paid Social,2025-01-19,3,Bingo,iOS App,6,7,2.34
S002166,P100455,Paid Social,2025-01-22,6,Sportsbook,Mobile Web,15,28,-90.67
S002167,P100455,Paid Social,2025-01-23,7,Table Games,Desktop,10,9,5.35
S002168,P100455,Paid Social,2025-01-24,8,Bingo,Mobile Web,59,99,103.18
S002169,P100456,Paid Search,2025-01-31,0,Table Games,Desktop,16,38,47.25
S002170,P100456,Paid Search,2025-02-01,1,Slots,Android App,12,5,70.47
S002171,P100457,Organic,2025-03-30,0,Slots,Desktop,26,31,181.94
S002172,P100458,Paid Search,2025-02-11,0,Table Games,Desktop,23,68,-0.83
S002173,P100458,Paid Search,2025-02-14,3,Live Dealer,Desktop,14,39,-17.71
S002174,P100458,Paid Search,2025-02-28,17,Sportsbook,Android App,17,11,-6.79
S002175,P100458,Paid Search,2025-03-14,31,Table Games,Desktop,44,33,283.4
S002176,P100458,Paid Search,2025-03-28,45,Bingo,iOS App,25,18,-1.89
S002177,P100458,Paid Search,2025-04-11,59,Table Games,Mobile Web,12,11,-0.15
S002178,P100458,Paid Search,2025-04-14,62,Table Games,Mobile Web,39,117,335.15
S002179,P100458,Paid Search,2025-04-15,63,Bingo,Mobile Web,29,31,-110.74
S002180,P100459,Retail Crossover,2025-06-10,0,Sportsbook,Android App,30,72,-75.84
S002181,P100460,Organic,2025-06-17,0,Live Dealer,iOS App,9,4,-1.75
S002182,P100460,Organic,2025-06-25,8,Bingo,Desktop,14,38,24.9
S002183,P100460,Organic,2025-06-26,9,Live Dealer,Mobile Web,19,57,-101.53
S002184,P100460,Organic,2025-06-27,10,Bingo,iOS App,15,35,-69.96
S002185,P100460,Organic,2025-07-11,24,Sportsbook,iOS App,20,35,169.69
S002186,P100460,Organic,2025-07-25,38,Slots,Mobile Web,5,7,-5.56
S002187,P100461,Affiliate,2025-06-06,0,Table Games,Android App,17,46,54.0
S002188,P100461,Affiliate,2025-06-11,5,Slots,Android App,32,30,25.84
S002189,P100461,Affiliate,2025-06-12,6,Sportsbook,iOS App,38,107,-417.75
S002190,P100462,Paid Social,2025-06-15,0,Sportsbook,Desktop,10,29,67.35
S002191,P100462,Paid Social,2025-06-23,8,Live Dealer,Desktop,24,29,52.91
S002192,P100462,Paid Social,2025-07-01,16,Live Dealer,Android App,17,36,270.9
S002193,P100462,Paid Social,2025-07-03,18,Bingo,Android App,19,32,2.03
S002194,P100462,Paid Social,2025-07-06,21,Slots,Mobile Web,38,70,-416.86
S002195,P100462,Paid Social,2025-07-14,29,Slots,Android App,31,34,-15.05
S002196,P100462,Paid Social,2025-07-19,34,Sportsbook,Desktop,33,53,148.15
S002197,P100462,Paid Social,2025-08-02,48,Bingo,iOS App,16,21,16.81
S002198,P100462,Paid Social,2025-08-10,56,Sportsbook,iOS App,23,15,-9.36
S002199,P100462,Paid Social,2025-08-13,59,Live Dealer,iOS App,17,53,-160.88
S002200,P100462,Paid Social,2025-08-27,73,Live Dealer,iOS App,9,5,16.42
S002201,P100462,Paid Social,2025-09-04,81,Slots,Android App,17,28,15.94
S002202,P100462,Paid Social,2025-09-05,82,Live Dealer,Mobile Web,7,9,46.16
S002203,P100462,Paid Social,2025-09-10,87,Bingo,iOS App,32,39,-6.71
S002204,P100462,Paid Social,2025-09-11,88,Bingo,Android App,10,10,25.41
S002205,P100462,Paid Social,2025-09-14,91,Bingo,Mobile Web,20,33,-0.6
S002206,P100462,Paid Social,2025-09-15,92,Sportsbook,Desktop,8,23,-13.59
S002207,P100462,Paid Social,2025-09-17,94,Bingo,iOS App,11,16,10.8
S002208,P100462,Paid Social,2025-09-20,97,Slots,Mobile Web,9,28,-27.83
S002209,P100462,Paid Social,2025-09-21,98,Live Dealer,Android App,46,81,383.21
S002210,P100462,Paid Social,2025-10-05,112,Live Dealer,Android App,16,9,16.57
S002211,P100462,Paid Social,2025-10-13,120,Slots,iOS App,26,14,8.5
S002212,P100462,Paid Social,2025-10-21,128,Slots,Desktop,19,29,-12.74
S002213,P100462,Paid Social,2025-11-04,142,Slots,Android App,17,17,101.24
S002214,P100462,Paid Social,2025-11-07,145,Table Games,Android App,27,26,-11.78
S002215,P100462,Paid Social,2025-11-21,159,Slots,Android App,13,39,-16.66
S002216,P100462,Paid Social,2025-11-26,164,Live Dealer,iOS App,26,17,-13.21
S002217,P100462,Paid Social,2025-11-27,165,Slots,iOS App,3,6,10.32
S002218,P100462,Paid Social,2025-12-05,173,Sportsbook,Desktop,92,119,336.5
S002219,P100462,Paid Social,2025-12-13,181,Live Dealer,Mobile Web,18,47,-72.46
S002220,P100462,Paid Social,2025-12-18,186,Sportsbook,Mobile Web,23,23,-1.05
S002221,P100463,Organic,2025-06-02,0,Sportsbook,iOS App,43,107,512.83
S002222,P100463,Organic,2025-06-05,3,Slots,iOS App,50,32,53.55
S002223,P100463,Organic,2025-06-10,8,Bingo,Desktop,9,21,-0.82
S002224,P100463,Organic,2025-06-11,9,Slots,iOS App,9,21,14.97
S002225,P100463,Organic,2025-06-16,14,Slots,Android App,16,43,159.61
S002226,P100463,Organic,2025-06-24,22,Slots,iOS App,23,24,0.44
S002227,P100463,Organic,2025-06-25,23,Sportsbook,Mobile Web,67,41,-26.83
S002228,P100463,Organic,2025-06-30,28,Slots,iOS App,15,29,141.93
S002229,P100463,Organic,2025-07-01,29,Live Dealer,Android App,29,57,110.65
S002230,P100463,Organic,2025-07-06,34,Sportsbook,Mobile Web,25,22,91.31
S002231,P100464,Paid Social,2025-01-19,0,Table Games,iOS App,25,50,-79.45
S002232,P100464,Paid Social,2025-01-20,1,Bingo,Mobile Web,37,31,-35.14
S002233,P100465,Paid Social,2025-02-06,0,Table Games,Desktop,74,209,-68.67
S002234,P100465,Paid Social,2025-02-07,1,Bingo,iOS App,5,2,0.82
S002235,P100466,Affiliate,2025-06-15,0,Slots,iOS App,14,30,19.02
S002236,P100467,Organic,2025-03-22,0,Live Dealer,iOS App,33,39,-17.7
S002237,P100468,Affiliate,2025-06-04,0,Slots,Mobile Web,12,18,-48.38
S002238,P100468,Affiliate,2025-06-07,3,Sportsbook,iOS App,79,155,190.93
S002239,P100468,Affiliate,2025-06-10,6,Live Dealer,Desktop,12,36,17.31
S002240,P100468,Affiliate,2025-06-11,7,Sportsbook,Android App,11,17,18.74
S002241,P100468,Affiliate,2025-06-14,10,Sportsbook,iOS App,36,72,-184.41
S002242,P100468,Affiliate,2025-06-15,11,Sportsbook,Android App,7,11,-0.91
S002243,P100468,Affiliate,2025-06-16,12,Live Dealer,Mobile Web,17,31,-24.08
S002244,P100468,Affiliate,2025-06-17,13,Slots,iOS App,23,16,-10.74
S002245,P100469,Paid Social,2025-04-25,0,Table Games,iOS App,5,5,5.61
S002246,P100469,Paid Social,2025-04-27,2,Live Dealer,Android App,32,27,-10.96
S002247,P100469,Paid Social,2025-04-29,4,Slots,iOS App,31,64,663.46
S002248,P100469,Paid Social,2025-05-13,18,Bingo,Desktop,14,8,-12.53
S002249,P100469,Paid Social,2025-05-18,23,Sportsbook,Android App,6,6,-2.99
S002250,P100469,Paid Social,2025-05-21,26,Bingo,Android App,39,80,-49.1
S002251,P100469,Paid Social,2025-05-24,29,Table Games,Mobile Web,8,19,-106.36
S002252,P100469,Paid Social,2025-06-01,37,Live Dealer,Mobile Web,24,28,-54.48
S002253,P100469,Paid Social,2025-06-15,51,Slots,iOS App,49,37,-33.05
S002254,P100469,Paid Social,2025-06-17,53,Slots,iOS App,9,23,-1.35
S002255,P100469,Paid Social,2025-06-20,56,Sportsbook,Desktop,18,13,-5.23
S002256,P100469,Paid Social,2025-06-28,64,Live Dealer,Android App,14,41,130.83
S002257,P100469,Paid Social,2025-06-29,65,Bingo,Mobile Web,14,30,-42.77
S002258,P100469,Paid Social,2025-07-07,73,Slots,iOS App,32,55,-11.39
S002259,P100469,Paid Social,2025-07-15,81,Slots,Android App,29,87,-84.91
S002260,P100469,Paid Social,2025-07-16,82,Table Games,Desktop,46,126,-263.57
S002261,P100469,Paid Social,2025-07-30,96,Table Games,Android App,7,13,4.01
S002262,P100469,Paid Social,2025-08-13,110,Sportsbook,Android App,16,48,172.82
S002263,P100469,Paid Social,2025-08-18,115,Slots,Android App,4,4,-11.4
S002264,P100469,Paid Social,2025-08-21,118,Sportsbook,iOS App,19,58,-58.18
S002265,P100469,Paid Social,2025-08-22,119,Slots,Mobile Web,21,39,31.21
S002266,P100469,Paid Social,2025-08-30,127,Table Games,Desktop,22,43,-39.2
S002267,P100469,Paid Social,2025-09-04,132,Live Dealer,Android App,39,36,81.56
S002268,P100469,Paid Social,2025-09-05,133,Bingo,iOS App,34,19,-48.84
S002269,P100469,Paid Social,2025-09-07,135,Slots,Android App,28,18,-5.21
S002270,P100469,Paid Social,2025-09-08,136,Bingo,Mobile Web,35,16,-10.57
S002271,P100469,Paid Social,2025-09-16,144,Live Dealer,Mobile Web,34,83,182.44
S002272,P100469,Paid Social,2025-09-24,152,Sportsbook,iOS App,46,21,-38.09
S002273,P100470,Paid Search,2025-01-09,0,Live Dealer,Desktop,27,34,139.08
S002274,P100470,Paid Search,2025-01-10,1,Sportsbook,iOS App,19,13,7.36
S002275,P100471,Retail Crossover,2025-03-10,0,Bingo,Android App,32,84,33.75
S002276,P100471,Retail Crossover,2025-03-18,8,Live Dealer,Mobile Web,18,10,19.95
S002277,P100471,Retail Crossover,2025-03-21,11,Sportsbook,Android App,175,337,565.48
S002278,P100471,Retail Crossover,2025-03-23,13,Bingo,Desktop,40,71,29.97
S002279,P100471,Retail Crossover,2025-03-25,15,Bingo,iOS App,22,48,191.18
S002280,P100471,Retail Crossover,2025-04-02,23,Bingo,iOS App,23,15,4.53
S002281,P100471,Retail Crossover,2025-04-07,28,Live Dealer,Desktop,17,40,-68.76
S002282,P100471,Retail Crossover,2025-04-21,42,Live Dealer,Mobile Web,45,115,-68.4
S002283,P100471,Retail Crossover,2025-04-22,43,Slots,Mobile Web,39,39,40.98
S002284,P100472,Retail Crossover,2025-03-24,0,Table Games,iOS App,9,22,-32.27
S002285,P100473,Paid Search,2025-02-12,0,Slots,Mobile Web,16,18,114.74
S002286,P100473,Paid Search,2025-02-13,1,Sportsbook,Mobile Web,14,25,-80.23
S002287,P100473,Paid Search,2025-02-14,2,Sportsbook,Android App,11,19,-7.32
S002288,P100473,Paid Search,2025-02-15,3,Table Games,Mobile Web,47,110,109.31
S002289,P100473,Paid Search,2025-02-18,6,Slots,Android App,19,28,76.84
S002290,P100473,Paid Search,2025-02-19,7,Table Games,Mobile Web,14,10,-8.08
S002291,P100474,Paid Search,2025-06-22,0,Live Dealer,iOS App,37,58,86.43
S002292,P100474,Paid Search,2025-06-23,1,Live Dealer,Desktop,31,97,-35.39
S002293,P100474,Paid Search,2025-07-07,15,Table Games,Android App,17,38,-12.7
S002294,P100474,Paid Search,2025-07-10,18,Live Dealer,Android App,9,23,-6.02
S002295,P100474,Paid Search,2025-07-12,20,Bingo,Desktop,7,9,60.96
S002296,P100474,Paid Search,2025-07-17,25,Live Dealer,Mobile Web,18,9,6.45
S002297,P100475,Paid Search,2025-02-27,0,Bingo,Android App,103,84,245.91
S002298,P100475,Paid Search,2025-02-28,1,Bingo,iOS App,3,1,0.99
S002299,P100476,Paid Search,2025-04-05,0,Live Dealer,Mobile Web,28,15,-68.82
S002300,P100477,Organic,2025-04-19,0,Sportsbook,iOS App,10,13,26.08
